<Date>, <Time>, <Price>, <Volume>
2014/4/16,13:59:01,2241.6,18
2014/4/16,13:59:02,2241.6,3
2014/4/16,13:59:02,2241.4,25
2014/4/16,13:59:03,2241.6,20
2014/4/16,13:59:03,2241.4,44
2014/4/16,13:59:04,2241.4,11
2014/4/16,13:59:04,2241.6,3
2014/4/16,13:59:05,2241.6,5
2014/4/16,13:59:05,2241.6,7
2014/4/16,13:59:06,2241.8,17
2014/4/16,13:59:06,2241.6,5
2014/4/16,13:59:07,2241.8,7
2014/4/16,13:59:07,2241.8,4
2014/4/16,13:59:08,2241.8,5
2014/4/16,13:59:08,2241.8,28
2014/4/16,13:59:09,2241.6,8
2014/4/16,13:59:09,2241.6,2
2014/4/16,13:59:10,2241.6,4
2014/4/16,13:59:10,2241.6,7
2014/4/16,13:59:11,2241.8,6
2014/4/16,13:59:11,2241.6,22
2014/4/16,13:59:12,2241.8,3
2014/4/16,13:59:12,2241.8,9
2014/4/16,13:59:13,2241.8,15
2014/4/16,13:59:13,2242.0,26
2014/4/16,13:59:14,2242.0,4
2014/4/16,13:59:14,2242.0,25
2014/4/16,13:59:15,2242.0,8
2014/4/16,13:59:15,2241.8,56
2014/4/16,13:59:16,2242.0,20
2014/4/16,13:59:16,2241.8,13
2014/4/16,13:59:17,2242.0,19
2014/4/16,13:59:17,2242.0,8
2014/4/16,13:59:18,2242.0,5
2014/4/16,13:59:18,2242.0,3
2014/4/16,13:59:19,2242.0,47
2014/4/16,13:59:19,2242.0,8
2014/4/16,13:59:20,2242.0,6
2014/4/16,13:59:20,2242.2,13
2014/4/16,13:59:21,2242.2,6
2014/4/16,13:59:21,2242.2,4
2014/4/16,13:59:22,2242.2,2
2014/4/16,13:59:22,2242.0,38
2014/4/16,13:59:23,2242.2,2
2014/4/16,13:59:23,2242.2,21
2014/4/16,13:59:24,2242.2,25
2014/4/16,13:59:24,2242.4,4
2014/4/16,13:59:25,2242.2,10
2014/4/16,13:59:25,2242.4,11
2014/4/16,13:59:26,2242.4,8
2014/4/16,13:59:26,2242.4,12
2014/4/16,13:59:27,2242.2,16
2014/4/16,13:59:27,2242.2,47
2014/4/16,13:59:28,2242.4,10
2014/4/16,13:59:28,2242.2,31
2014/4/16,13:59:29,2242.4,8
2014/4/16,13:59:29,2242.2,3
2014/4/16,13:59:30,2242.4,7
2014/4/16,13:59:30,2242.4,7
2014/4/16,13:59:31,2242.2,8
2014/4/16,13:59:31,2242.4,8
2014/4/16,13:59:32,2242.2,6
2014/4/16,13:59:32,2242.2,3
2014/4/16,13:59:33,2242.2,6
2014/4/16,13:59:33,2242.2,11
2014/4/16,13:59:34,2242.2,6
2014/4/16,13:59:34,2242.0,55
2014/4/16,13:59:35,2242.0,7
2014/4/16,13:59:35,2242.0,14
2014/4/16,13:59:36,2242.0,7
2014/4/16,13:59:36,2242.0,16
2014/4/16,13:59:37,2241.8,2
2014/4/16,13:59:37,2241.8,9
2014/4/16,13:59:38,2241.8,7
2014/4/16,13:59:38,2242.0,2
2014/4/16,13:59:39,2241.8,1
2014/4/16,13:59:39,2241.8,17
2014/4/16,13:59:40,2241.6,30
2014/4/16,13:59:40,2241.8,13
2014/4/16,13:59:41,2241.6,17
2014/4/16,13:59:41,2241.6,1
2014/4/16,13:59:42,2241.4,9
2014/4/16,13:59:42,2241.4,13
2014/4/16,13:59:43,2241.6,15
2014/4/16,13:59:43,2241.6,6
2014/4/16,13:59:44,2241.6,8
2014/4/16,13:59:44,2241.6,1
2014/4/16,13:59:45,2241.8,3
2014/4/16,13:59:45,2241.6,5
2014/4/16,13:59:46,2241.6,7
2014/4/16,13:59:46,2241.6,38
2014/4/16,13:59:47,2241.4,20
2014/4/16,13:59:47,2241.2,17
2014/4/16,13:59:48,2241.2,12
2014/4/16,13:59:48,2241.4,37
2014/4/16,13:59:49,2241.2,68
2014/4/16,13:59:49,2241.2,46
2014/4/16,13:59:50,2241.0,24
2014/4/16,13:59:50,2241.0,16
2014/4/16,13:59:51,2241.0,62
2014/4/16,13:59:51,2241.0,22
2014/4/16,13:59:52,2241.0,8
2014/4/16,13:59:52,2241.0,22
2014/4/16,13:59:53,2241.2,11
2014/4/16,13:59:53,2241.2,24
2014/4/16,13:59:54,2241.2,4
2014/4/16,13:59:54,2241.0,14
2014/4/16,13:59:55,2241.2,12
2014/4/16,13:59:55,2240.8,12
2014/4/16,13:59:56,2241.0,66
2014/4/16,13:59:56,2241.0,17
2014/4/16,13:59:57,2241.0,20
2014/4/16,13:59:57,2241.2,35
2014/4/16,13:59:58,2241.2,13
2014/4/16,13:59:58,2241.0,3
2014/4/16,13:59:59,2241.2,3
2014/4/16,13:59:59,2241.2,22
2014/4/16,14:00:00,2241.2,15
2014/4/16,14:00:00,2241.2,41
2014/4/16,14:00:01,2241.2,17
2014/4/16,14:00:01,2241.2,24
2014/4/16,14:00:02,2241.2,49
2014/4/16,14:00:02,2241.4,12
2014/4/16,14:00:03,2241.2,7
2014/4/16,14:00:03,2241.2,1
2014/4/16,14:00:04,2241.4,33
2014/4/16,14:00:04,2241.4,4
2014/4/16,14:00:05,2241.6,10
2014/4/16,14:00:05,2241.6,17
2014/4/16,14:00:06,2241.6,11
2014/4/16,14:00:06,2241.2,16
2014/4/16,14:00:07,2241.6,17
2014/4/16,14:00:07,2241.6,30
2014/4/16,14:00:08,2241.6,17
2014/4/16,14:00:08,2241.6,6
2014/4/16,14:00:09,2241.8,10
2014/4/16,14:00:09,2241.8,36
2014/4/16,14:00:10,2241.8,10
2014/4/16,14:00:10,2241.8,8
2014/4/16,14:00:11,2241.6,1
2014/4/16,14:00:11,2241.8,12
2014/4/16,14:00:12,2241.6,5
2014/4/16,14:00:12,2241.6,15
2014/4/16,14:00:13,2241.6,7
2014/4/16,14:00:14,2241.6,3
2014/4/16,14:00:14,2241.4,11
2014/4/16,14:00:15,2241.6,8
2014/4/16,14:00:15,2241.6,6
2014/4/16,14:00:16,2241.4,4
2014/4/16,14:00:16,2241.4,7
2014/4/16,14:00:17,2241.4,4
2014/4/16,14:00:17,2241.4,5
2014/4/16,14:00:18,2241.4,2
2014/4/16,14:00:18,2241.4,8
2014/4/16,14:00:19,2241.6,16
2014/4/16,14:00:19,2241.4,2
2014/4/16,14:00:20,2241.4,12
2014/4/16,14:00:21,2241.4,13
2014/4/16,14:00:21,2241.4,3
2014/4/16,14:00:22,2241.4,1
2014/4/16,14:00:22,2241.4,6
2014/4/16,14:00:23,2241.2,12
2014/4/16,14:00:23,2241.4,13
2014/4/16,14:00:24,2241.4,9
2014/4/16,14:00:24,2241.2,19
2014/4/16,14:00:25,2241.2,4
2014/4/16,14:00:26,2241.4,7
2014/4/16,14:00:26,2241.6,13
2014/4/16,14:00:27,2241.4,15
2014/4/16,14:00:27,2241.4,7
2014/4/16,14:00:28,2241.8,7
2014/4/16,14:00:29,2241.8,9
2014/4/16,14:00:29,2241.6,8
2014/4/16,14:00:30,2241.8,13
2014/4/16,14:00:30,2241.8,15
2014/4/16,14:00:31,2241.8,7
2014/4/16,14:00:31,2241.8,2
2014/4/16,14:00:32,2241.8,5
2014/4/16,14:00:32,2241.8,12
2014/4/16,14:00:33,2241.8,8
2014/4/16,14:00:33,2242.0,9
2014/4/16,14:00:34,2241.8,13
2014/4/16,14:00:34,2242.0,15
2014/4/16,14:00:35,2242.0,17
2014/4/16,14:00:35,2242.0,35
2014/4/16,14:00:36,2241.8,6
2014/4/16,14:00:36,2242.0,2
2014/4/16,14:00:37,2242.0,6
2014/4/16,14:00:37,2242.0,25
2014/4/16,14:00:38,2242.0,2
2014/4/16,14:00:38,2242.0,14
2014/4/16,14:00:39,2242.0,7
2014/4/16,14:00:39,2242.0,10
2014/4/16,14:00:40,2242.0,25
2014/4/16,14:00:40,2242.2,27
2014/4/16,14:00:41,2242.2,12
2014/4/16,14:00:41,2242.0,13
2014/4/16,14:00:42,2242.0,8
2014/4/16,14:00:42,2242.2,19
2014/4/16,14:00:43,2242.2,7
2014/4/16,14:00:43,2242.0,5
2014/4/16,14:00:44,2242.0,3
2014/4/16,14:00:44,2242.0,14
2014/4/16,14:00:45,2242.0,28
2014/4/16,14:00:45,2242.0,24
2014/4/16,14:00:46,2241.8,7
2014/4/16,14:00:46,2242.0,7
2014/4/16,14:00:47,2241.8,8
2014/4/16,14:00:47,2241.8,9
2014/4/16,14:00:48,2242.0,13
2014/4/16,14:00:48,2241.8,16
2014/4/16,14:00:49,2241.8,2
2014/4/16,14:00:49,2241.8,4
2014/4/16,14:00:50,2241.8,8
2014/4/16,14:00:51,2241.8,2
2014/4/16,14:00:52,2241.6,3
2014/4/16,14:00:53,2241.6,1
2014/4/16,14:00:53,2241.8,6
2014/4/16,14:00:54,2242.0,8
2014/4/16,14:00:54,2241.6,7
2014/4/16,14:00:55,2241.6,1
2014/4/16,14:00:55,2241.6,2
2014/4/16,14:00:56,2241.6,6
2014/4/16,14:00:56,2241.8,6
2014/4/16,14:00:57,2241.8,5
2014/4/16,14:00:57,2241.6,27
2014/4/16,14:00:58,2241.8,5
2014/4/16,14:00:58,2241.8,22
2014/4/16,14:00:59,2241.8,15
2014/4/16,14:00:59,2242.0,4
2014/4/16,14:01:00,2241.8,4
2014/4/16,14:01:00,2242.0,7
2014/4/16,14:01:01,2241.6,5
2014/4/16,14:01:01,2242.0,6
2014/4/16,14:01:02,2241.8,4
2014/4/16,14:01:02,2241.8,46
2014/4/16,14:01:03,2241.8,9
2014/4/16,14:01:03,2241.8,3
2014/4/16,14:01:04,2241.8,3
2014/4/16,14:01:04,2241.8,1
2014/4/16,14:01:05,2241.8,1
2014/4/16,14:01:06,2241.8,21
2014/4/16,14:01:06,2241.6,42
2014/4/16,14:01:07,2241.6,12
2014/4/16,14:01:07,2241.6,11
2014/4/16,14:01:08,2241.6,4
2014/4/16,14:01:08,2241.6,2
2014/4/16,14:01:09,2241.8,11
2014/4/16,14:01:09,2241.6,28
2014/4/16,14:01:10,2241.8,2
2014/4/16,14:01:10,2241.8,2
2014/4/16,14:01:11,2242.0,1
2014/4/16,14:01:11,2241.8,6
2014/4/16,14:01:12,2242.0,20
2014/4/16,14:01:12,2241.8,21
2014/4/16,14:01:13,2241.8,8
2014/4/16,14:01:13,2242.2,7
2014/4/16,14:01:14,2241.8,6
2014/4/16,14:01:14,2242.2,1
2014/4/16,14:01:15,2242.2,3
2014/4/16,14:01:15,2242.2,9
2014/4/16,14:01:16,2242.0,5
2014/4/16,14:01:16,2242.0,9
2014/4/16,14:01:17,2242.2,24
2014/4/16,14:01:17,2242.0,12
2014/4/16,14:01:18,2242.2,28
2014/4/16,14:01:18,2242.4,5
2014/4/16,14:01:19,2242.4,33
2014/4/16,14:01:19,2242.4,36
2014/4/16,14:01:20,2242.4,41
2014/4/16,14:01:20,2242.6,28
2014/4/16,14:01:21,2242.6,19
2014/4/16,14:01:21,2242.6,29
2014/4/16,14:01:22,2242.8,12
2014/4/16,14:01:22,2242.8,20
2014/4/16,14:01:23,2242.8,48
2014/4/16,14:01:23,2242.8,31
2014/4/16,14:01:24,2242.8,24
2014/4/16,14:01:24,2242.6,16
2014/4/16,14:01:25,2242.6,15
2014/4/16,14:01:25,2242.6,11
2014/4/16,14:01:26,2242.6,5
2014/4/16,14:01:26,2242.4,21
2014/4/16,14:01:27,2242.4,22
2014/4/16,14:01:27,2242.2,22
2014/4/16,14:01:28,2242.0,37
2014/4/16,14:01:28,2242.0,18
2014/4/16,14:01:29,2242.0,13
2014/4/16,14:01:29,2242.0,16
2014/4/16,14:01:30,2242.0,5
2014/4/16,14:01:30,2242.0,7
2014/4/16,14:01:31,2242.0,28
2014/4/16,14:01:31,2242.0,14
2014/4/16,14:01:32,2242.0,4
2014/4/16,14:01:32,2242.0,1
2014/4/16,14:01:33,2241.8,1
2014/4/16,14:01:33,2242.0,8
2014/4/16,14:01:34,2241.8,33
2014/4/16,14:01:34,2242.0,6
2014/4/16,14:01:35,2242.0,10
2014/4/16,14:01:35,2242.0,3
2014/4/16,14:01:36,2242.0,13
2014/4/16,14:01:36,2242.2,15
2014/4/16,14:01:37,2242.0,5
2014/4/16,14:01:37,2242.2,4
2014/4/16,14:01:38,2242.0,2
2014/4/16,14:01:38,2242.0,3
2014/4/16,14:01:39,2242.2,7
2014/4/16,14:01:40,2242.0,5
2014/4/16,14:01:41,2242.0,2
2014/4/16,14:01:41,2241.8,7
2014/4/16,14:01:42,2242.0,5
2014/4/16,14:01:42,2242.0,3
2014/4/16,14:01:43,2241.8,33
2014/4/16,14:01:43,2241.8,8
2014/4/16,14:01:44,2241.8,5
2014/4/16,14:01:44,2241.8,9
2014/4/16,14:01:45,2241.6,1
2014/4/16,14:01:45,2241.6,4
2014/4/16,14:01:46,2241.8,7
2014/4/16,14:01:46,2241.6,20
2014/4/16,14:01:47,2241.8,12
2014/4/16,14:01:47,2241.8,20
2014/4/16,14:01:48,2241.6,3
2014/4/16,14:01:48,2241.6,4
2014/4/16,14:01:49,2241.6,16
2014/4/16,14:01:49,2241.6,20
2014/4/16,14:01:50,2241.6,2
2014/4/16,14:01:50,2241.6,16
2014/4/16,14:01:51,2241.4,21
2014/4/16,14:01:51,2241.6,23
2014/4/16,14:01:52,2241.4,20
2014/4/16,14:01:52,2241.4,23
2014/4/16,14:01:53,2241.4,23
2014/4/16,14:01:53,2241.2,12
2014/4/16,14:01:54,2241.4,15
2014/4/16,14:01:54,2241.4,65
2014/4/16,14:01:55,2241.0,41
2014/4/16,14:01:55,2241.0,51
2014/4/16,14:01:56,2240.8,21
2014/4/16,14:01:56,2240.8,27
2014/4/16,14:01:57,2240.8,30
2014/4/16,14:01:57,2240.8,27
2014/4/16,14:01:58,2240.8,38
2014/4/16,14:01:58,2241.0,22
2014/4/16,14:01:59,2241.0,35
2014/4/16,14:01:59,2241.2,22
2014/4/16,14:02:00,2241.2,17
2014/4/16,14:02:00,2241.0,5
2014/4/16,14:02:01,2241.0,24
2014/4/16,14:02:01,2240.8,10
2014/4/16,14:02:02,2240.8,81
2014/4/16,14:02:02,2241.2,30
2014/4/16,14:02:03,2241.2,27
2014/4/16,14:02:03,2241.4,21
2014/4/16,14:02:04,2241.0,20
2014/4/16,14:02:04,2241.0,2
2014/4/16,14:02:05,2241.4,10
2014/4/16,14:02:05,2241.4,3
2014/4/16,14:02:06,2241.4,79
2014/4/16,14:02:06,2241.0,64
2014/4/16,14:02:07,2241.4,13
2014/4/16,14:02:07,2241.2,38
2014/4/16,14:02:08,2241.6,23
2014/4/16,14:02:08,2241.6,7
2014/4/16,14:02:09,2241.8,11
2014/4/16,14:02:09,2241.8,7
2014/4/16,14:02:10,2241.6,5
2014/4/16,14:02:10,2241.4,3
2014/4/16,14:02:11,2241.6,5
2014/4/16,14:02:11,2241.6,4
2014/4/16,14:02:12,2241.6,11
2014/4/16,14:02:12,2241.8,14
2014/4/16,14:02:13,2241.4,16
2014/4/16,14:02:13,2241.6,7
2014/4/16,14:02:15,2241.6,3
2014/4/16,14:02:16,2241.6,12
2014/4/16,14:02:16,2241.8,3
2014/4/16,14:02:17,2241.6,1
2014/4/16,14:02:17,2241.8,10
2014/4/16,14:02:18,2241.6,2
2014/4/16,14:02:19,2241.8,5
2014/4/16,14:02:19,2241.8,33
2014/4/16,14:02:20,2241.6,7
2014/4/16,14:02:20,2241.8,15
2014/4/16,14:02:21,2241.6,5
2014/4/16,14:02:21,2241.8,1
2014/4/16,14:02:22,2241.8,11
2014/4/16,14:02:22,2241.8,3
2014/4/16,14:02:23,2242.0,9
2014/4/16,14:02:24,2242.0,2
2014/4/16,14:02:24,2242.0,9
2014/4/16,14:02:25,2242.0,12
2014/4/16,14:02:25,2242.0,16
2014/4/16,14:02:26,2242.2,15
2014/4/16,14:02:26,2242.2,8
2014/4/16,14:02:27,2242.2,27
2014/4/16,14:02:27,2242.2,1
2014/4/16,14:02:28,2242.2,3
2014/4/16,14:02:28,2242.2,9
2014/4/16,14:02:29,2242.2,9
2014/4/16,14:02:29,2242.0,3
2014/4/16,14:02:30,2242.2,32
2014/4/16,14:02:30,2242.2,11
2014/4/16,14:02:31,2242.2,6
2014/4/16,14:02:31,2242.2,18
2014/4/16,14:02:32,2242.2,8
2014/4/16,14:02:32,2242.2,11
2014/4/16,14:02:33,2242.2,5
2014/4/16,14:02:33,2242.2,7
2014/4/16,14:02:34,2242.2,2
2014/4/16,14:02:34,2242.0,20
2014/4/16,14:02:35,2242.2,4
2014/4/16,14:02:35,2242.2,4
2014/4/16,14:02:36,2242.2,4
2014/4/16,14:02:36,2242.2,7
2014/4/16,14:02:37,2242.0,8
2014/4/16,14:02:37,2241.8,51
2014/4/16,14:02:38,2242.2,38
2014/4/16,14:02:38,2242.0,22
2014/4/16,14:02:39,2241.6,13
2014/4/16,14:02:39,2241.6,32
2014/4/16,14:02:40,2241.6,20
2014/4/16,14:02:40,2241.6,5
2014/4/16,14:02:41,2241.4,6
2014/4/16,14:02:41,2241.6,7
2014/4/16,14:02:42,2241.6,8
2014/4/16,14:02:42,2241.6,12
2014/4/16,14:02:43,2241.6,2
2014/4/16,14:02:43,2241.4,39
2014/4/16,14:02:44,2241.2,2
2014/4/16,14:02:44,2241.4,8
2014/4/16,14:02:45,2241.4,9
2014/4/16,14:02:45,2241.4,30
2014/4/16,14:02:46,2241.4,3
2014/4/16,14:02:46,2241.2,1
2014/4/16,14:02:47,2241.4,5
2014/4/16,14:02:47,2241.4,14
2014/4/16,14:02:48,2241.4,11
2014/4/16,14:02:48,2241.4,3
2014/4/16,14:02:49,2241.6,3
2014/4/16,14:02:49,2241.4,2
2014/4/16,14:02:50,2241.4,1
2014/4/16,14:02:50,2241.4,9
2014/4/16,14:02:51,2241.4,9
2014/4/16,14:02:52,2241.4,7
2014/4/16,14:02:52,2241.4,3
2014/4/16,14:02:53,2241.4,1
2014/4/16,14:02:53,2241.4,6
2014/4/16,14:02:54,2241.4,3
2014/4/16,14:02:54,2241.4,3
2014/4/16,14:02:55,2241.2,3
2014/4/16,14:02:55,2241.4,1
2014/4/16,14:02:56,2241.4,14
2014/4/16,14:02:56,2241.2,37
2014/4/16,14:02:57,2241.0,17
2014/4/16,14:02:57,2241.2,7
2014/4/16,14:02:58,2241.2,7
2014/4/16,14:02:58,2241.4,11
2014/4/16,14:02:59,2241.2,11
2014/4/16,14:02:59,2241.4,3
2014/4/16,14:03:00,2241.4,28
2014/4/16,14:03:00,2241.4,34
2014/4/16,14:03:01,2241.4,17
2014/4/16,14:03:01,2241.4,4
2014/4/16,14:03:02,2241.2,6
2014/4/16,14:03:02,2241.6,6
2014/4/16,14:03:03,2241.6,5
2014/4/16,14:03:03,2241.6,2
2014/4/16,14:03:04,2241.4,12
2014/4/16,14:03:04,2241.4,1
2014/4/16,14:03:05,2241.8,17
2014/4/16,14:03:05,2241.8,10
2014/4/16,14:03:06,2242.0,17
2014/4/16,14:03:06,2242.0,24
2014/4/16,14:03:07,2242.2,13
2014/4/16,14:03:07,2242.2,8
2014/4/16,14:03:08,2242.0,20
2014/4/16,14:03:08,2242.0,4
2014/4/16,14:03:09,2242.0,5
2014/4/16,14:03:09,2242.0,13
2014/4/16,14:03:10,2242.2,20
2014/4/16,14:03:10,2242.2,7
2014/4/16,14:03:11,2242.0,4
2014/4/16,14:03:11,2242.2,5
2014/4/16,14:03:12,2241.8,5
2014/4/16,14:03:12,2242.0,9
2014/4/16,14:03:13,2241.8,22
2014/4/16,14:03:13,2241.8,11
2014/4/16,14:03:14,2241.8,4
2014/4/16,14:03:14,2241.8,5
2014/4/16,14:03:15,2241.8,18
2014/4/16,14:03:15,2242.0,3
2014/4/16,14:03:16,2242.0,3
2014/4/16,14:03:16,2242.0,2
2014/4/16,14:03:17,2241.8,1
2014/4/16,14:03:17,2242.0,9
2014/4/16,14:03:18,2242.0,10
2014/4/16,14:03:18,2242.0,3
2014/4/16,14:03:19,2241.8,5
2014/4/16,14:03:19,2241.8,23
2014/4/16,14:03:20,2241.8,16
2014/4/16,14:03:20,2241.6,17
2014/4/16,14:03:21,2241.6,10
2014/4/16,14:03:21,2241.6,7
2014/4/16,14:03:22,2241.4,5
2014/4/16,14:03:22,2241.4,3
2014/4/16,14:03:23,2241.4,14
2014/4/16,14:03:23,2241.6,15
2014/4/16,14:03:24,2241.4,5
2014/4/16,14:03:24,2241.6,2
2014/4/16,14:03:25,2241.6,4
2014/4/16,14:03:25,2241.4,5
2014/4/16,14:03:26,2241.8,15
2014/4/16,14:03:27,2241.4,19
2014/4/16,14:03:27,2241.4,5
2014/4/16,14:03:28,2241.4,6
2014/4/16,14:03:28,2241.6,29
2014/4/16,14:03:29,2241.6,9
2014/4/16,14:03:29,2241.6,12
2014/4/16,14:03:30,2241.8,1
2014/4/16,14:03:30,2241.8,16
2014/4/16,14:03:31,2241.4,53
2014/4/16,14:03:31,2241.4,8
2014/4/16,14:03:32,2241.4,17
2014/4/16,14:03:32,2241.4,29
2014/4/16,14:03:33,2241.6,6
2014/4/16,14:03:33,2241.6,4
2014/4/16,14:03:34,2241.4,2
2014/4/16,14:03:34,2241.6,1
2014/4/16,14:03:35,2241.6,5
2014/4/16,14:03:35,2241.6,1
2014/4/16,14:03:36,2241.4,7
2014/4/16,14:03:36,2241.6,1
2014/4/16,14:03:37,2241.4,1
2014/4/16,14:03:37,2241.6,2
2014/4/16,14:03:38,2241.6,7
2014/4/16,14:03:38,2241.4,39
2014/4/16,14:03:39,2241.4,3
2014/4/16,14:03:40,2241.4,3
2014/4/16,14:03:40,2241.2,6
2014/4/16,14:03:41,2241.2,31
2014/4/16,14:03:41,2241.2,8
2014/4/16,14:03:42,2241.6,37
2014/4/16,14:03:43,2241.6,8
2014/4/16,14:03:43,2241.6,1
2014/4/16,14:03:44,2241.4,7
2014/4/16,14:03:44,2241.4,17
2014/4/16,14:03:45,2241.4,4
2014/4/16,14:03:45,2241.6,2
2014/4/16,14:03:46,2241.6,4
2014/4/16,14:03:46,2241.6,3
2014/4/16,14:03:47,2241.8,29
2014/4/16,14:03:47,2241.8,17
2014/4/16,14:03:48,2241.8,23
2014/4/16,14:03:48,2242.0,8
2014/4/16,14:03:49,2242.0,4
2014/4/16,14:03:49,2242.0,10
2014/4/16,14:03:50,2241.8,2
2014/4/16,14:03:50,2242.0,3
2014/4/16,14:03:51,2241.8,15
2014/4/16,14:03:51,2242.0,4
2014/4/16,14:03:52,2242.0,3
2014/4/16,14:03:52,2242.0,1
2014/4/16,14:03:53,2241.8,3
2014/4/16,14:03:53,2242.0,12
2014/4/16,14:03:54,2241.8,1
2014/4/16,14:03:54,2241.8,4
2014/4/16,14:03:55,2241.6,26
2014/4/16,14:03:56,2241.8,8
2014/4/16,14:03:56,2241.8,3
2014/4/16,14:03:57,2241.6,3
2014/4/16,14:03:57,2241.6,17
2014/4/16,14:03:58,2241.6,28
2014/4/16,14:03:58,2241.6,3
2014/4/16,14:03:59,2241.6,1
2014/4/16,14:04:00,2241.4,17
2014/4/16,14:04:01,2241.8,12
2014/4/16,14:04:01,2241.8,14
2014/4/16,14:04:02,2241.8,22
2014/4/16,14:04:02,2241.8,17
2014/4/16,14:04:03,2241.8,8
2014/4/16,14:04:03,2241.6,2
2014/4/16,14:04:04,2241.8,7
2014/4/16,14:04:04,2241.8,6
2014/4/16,14:04:05,2241.8,11
2014/4/16,14:04:05,2241.8,7
2014/4/16,14:04:06,2241.8,2
2014/4/16,14:04:06,2241.6,16
2014/4/16,14:04:07,2241.8,5
2014/4/16,14:04:08,2241.6,4
2014/4/16,14:04:09,2241.8,3
2014/4/16,14:04:09,2241.6,2
2014/4/16,14:04:10,2241.6,7
2014/4/16,14:04:10,2241.6,5
2014/4/16,14:04:11,2241.8,6
2014/4/16,14:04:11,2241.8,2
2014/4/16,14:04:12,2242.0,5
2014/4/16,14:04:13,2242.0,18
2014/4/16,14:04:13,2242.0,18
2014/4/16,14:04:14,2242.0,7
2014/4/16,14:04:14,2241.8,10
2014/4/16,14:04:15,2241.6,3
2014/4/16,14:04:15,2241.6,34
2014/4/16,14:04:16,2241.4,3
2014/4/16,14:04:16,2241.6,1
2014/4/16,14:04:17,2241.4,42
2014/4/16,14:04:17,2241.4,14
2014/4/16,14:04:18,2241.4,4
2014/4/16,14:04:18,2241.2,11
2014/4/16,14:04:19,2241.2,17
2014/4/16,14:04:19,2241.2,31
2014/4/16,14:04:20,2241.2,19
2014/4/16,14:04:20,2241.0,16
2014/4/16,14:04:21,2241.4,90
2014/4/16,14:04:21,2241.0,69
2014/4/16,14:04:22,2241.4,41
2014/4/16,14:04:22,2241.4,32
2014/4/16,14:04:23,2241.6,8
2014/4/16,14:04:23,2241.4,1
2014/4/16,14:04:24,2241.2,21
2014/4/16,14:04:24,2241.4,10
2014/4/16,14:04:25,2241.4,6
2014/4/16,14:04:25,2241.6,5
2014/4/16,14:04:26,2241.6,1
2014/4/16,14:04:27,2241.4,15
2014/4/16,14:04:28,2241.4,6
2014/4/16,14:04:28,2241.6,9
2014/4/16,14:04:29,2241.2,3
2014/4/16,14:04:29,2241.2,7
2014/4/16,14:04:30,2241.4,6
2014/4/16,14:04:30,2241.6,5
2014/4/16,14:04:31,2241.6,6
2014/4/16,14:04:31,2241.4,12
2014/4/16,14:04:32,2241.4,1
2014/4/16,14:04:32,2241.6,1
2014/4/16,14:04:33,2241.4,1
2014/4/16,14:04:34,2241.4,4
2014/4/16,14:04:34,2241.4,2
2014/4/16,14:04:35,2241.4,10
2014/4/16,14:04:36,2241.4,5
2014/4/16,14:04:36,2241.4,1
2014/4/16,14:04:37,2241.4,3
2014/4/16,14:04:37,2241.4,5
2014/4/16,14:04:38,2241.2,8
2014/4/16,14:04:38,2241.2,25
2014/4/16,14:04:39,2241.2,5
2014/4/16,14:04:39,2241.2,20
2014/4/16,14:04:40,2241.0,19
2014/4/16,14:04:40,2241.0,38
2014/4/16,14:04:41,2241.2,18
2014/4/16,14:04:41,2241.0,21
2014/4/16,14:04:42,2240.8,61
2014/4/16,14:04:42,2240.8,27
2014/4/16,14:04:43,2240.8,47
2014/4/16,14:04:43,2240.8,21
2014/4/16,14:04:44,2240.6,9
2014/4/16,14:04:44,2240.4,65
2014/4/16,14:04:45,2240.6,75
2014/4/16,14:04:45,2240.4,79
2014/4/16,14:04:46,2240.0,168
2014/4/16,14:04:46,2240.2,108
2014/4/16,14:04:47,2240.0,66
2014/4/16,14:04:47,2240.0,55
2014/4/16,14:04:48,2240.0,83
2014/4/16,14:04:48,2239.8,81
2014/4/16,14:04:49,2239.2,94
2014/4/16,14:04:49,2239.2,117
2014/4/16,14:04:50,2239.4,41
2014/4/16,14:04:50,2239.2,57
2014/4/16,14:04:51,2239.6,46
2014/4/16,14:04:51,2239.0,76
2014/4/16,14:04:52,2239.6,140
2014/4/16,14:04:52,2239.2,86
2014/4/16,14:04:53,2238.8,76
2014/4/16,14:04:53,2238.4,84
2014/4/16,14:04:54,2238.4,75
2014/4/16,14:04:54,2238.2,84
2014/4/16,14:04:55,2238.2,69
2014/4/16,14:04:55,2238.0,116
2014/4/16,14:04:56,2238.2,72
2014/4/16,14:04:56,2238.0,97
2014/4/16,14:04:57,2238.2,161
2014/4/16,14:04:57,2238.2,90
2014/4/16,14:04:58,2238.0,75
2014/4/16,14:04:58,2238.2,69
2014/4/16,14:04:59,2238.0,55
2014/4/16,14:04:59,2238.0,128
2014/4/16,14:05:00,2237.2,117
2014/4/16,14:05:00,2237.4,152
2014/4/16,14:05:01,2237.4,150
2014/4/16,14:05:01,2237.2,134
2014/4/16,14:05:02,2237.2,153
2014/4/16,14:05:02,2237.4,113
2014/4/16,14:05:03,2237.4,111
2014/4/16,14:05:03,2237.6,45
2014/4/16,14:05:04,2237.8,72
2014/4/16,14:05:04,2237.4,66
